,0,1,2,3,4,5,6,7,8
897,0.66,0.55,0.54,0.18,0.5,0.0,0.43,0.22,2
898,0.53,0.46,0.54,0.37,0.5,0.0,0.51,0.3,1
899,0.41,0.41,0.43,0.61,0.5,0.0,0.53,0.22,0
900,0.58,0.31,0.6,0.12,0.5,0.0,0.47,0.33,1
901,0.49,0.67,0.5,0.28,0.5,0.0,0.43,0.22,1
902,0.44,0.33,0.55,0.16,0.5,0.0,0.49,0.22,1
903,0.44,0.45,0.53,0.19,0.5,0.0,0.41,0.28,1
904,0.57,0.55,0.52,0.16,0.5,0.0,0.49,0.39,1
905,0.45,0.66,0.39,0.11,0.5,0.0,0.54,0.22,6
906,0.32,0.49,0.53,0.28,0.5,0.0,0.5,0.5,1
907,0.35,0.42,0.56,0.28,0.5,0.0,0.47,0.22,1
908,0.46,0.41,0.58,0.1,0.5,0.0,0.48,0.22,1
909,0.57,0.51,0.58,0.22,0.5,0.0,0.51,0.22,1
910,0.47,0.47,0.54,0.19,0.5,0.0,0.51,0.33,1
911,0.34,0.58,0.5,0.26,0.5,0.0,0.51,0.22,1
912,0.55,0.45,0.58,0.25,0.5,0.0,0.49,0.22,1
913,0.4,0.66,0.34,0.21,0.5,0.0,0.52,0.26,1
914,0.42,0.21,0.59,0.3,0.5,0.0,0.47,0.27,1
915,0.6,0.48,0.46,0.32,0.5,0.0,0.4,0.33,2
916,0.64,0.44,0.51,0.35,0.5,0.0,0.53,0.22,2
917,0.35,0.4,0.44,0.25,0.5,0.0,0.53,0.57,1
918,0.55,0.38,0.64,0.42,0.5,0.0,0.47,0.22,0
919,0.45,0.43,0.5,0.25,0.5,0.0,0.47,0.22,0
920,0.47,0.53,0.48,0.51,0.5,0.0,0.54,0.22,0
921,0.45,0.49,0.57,0.25,0.5,0.0,0.48,0.22,1
922,0.45,0.52,0.5,0.12,0.5,0.0,0.6,0.22,2
923,0.56,0.51,0.32,0.49,0.5,0.0,0.48,0.22,1
924,0.37,0.58,0.5,0.22,0.5,0.0,0.47,0.22,1
925,0.47,0.45,0.51,0.33,0.5,0.0,0.46,0.26,1
926,0.5,0.36,0.64,0.37,0.5,0.0,0.37,0.33,1
927,0.43,0.44,0.64,0.19,0.5,0.0,0.38,0.33,1
928,0.38,0.4,0.59,0.25,0.5,0.0,0.44,0.22,2
929,0.39,0.39,0.59,0.25,0.5,0.0,0.45,0.22,2
930,0.54,0.55,0.56,0.14,0.5,0.0,0.5,0.25,2
931,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,2
932,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,2
933,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,2
934,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,2
935,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,2
936,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,2
937,0.51,0.39,0.58,0.19,0.5,0.0,0.47,0.22,2
938,0.72,0.51,0.52,0.08,0.5,0.0,0.54,0.22,1
939,0.35,0.41,0.53,0.27,0.5,0.0,0.47,0.29,1
940,0.56,0.49,0.54,0.15,0.5,0.0,0.5,0.35,1
941,0.57,0.37,0.43,0.27,0.5,0.0,0.53,0.28,1
942,0.57,0.49,0.61,0.26,0.5,0.0,0.52,0.22,1
943,0.48,0.45,0.63,0.19,0.5,0.0,0.58,0.22,1
944,0.34,0.48,0.47,0.19,0.5,0.0,0.5,0.3,1
945,0.54,0.57,0.55,0.18,0.5,0.0,0.5,0.22,1
946,0.38,0.44,0.55,0.44,0.5,0.0,0.47,0.51,1
947,0.4,0.3,0.57,0.13,0.5,0.0,0.46,0.22,1
948,0.27,0.31,0.55,0.13,0.5,0.0,0.5,0.22,1
949,0.52,0.46,0.56,0.25,0.5,0.0,0.52,0.22,1
950,0.44,0.5,0.55,0.24,0.5,0.0,0.48,0.22,1
951,0.34,0.47,0.48,0.32,0.5,0.0,0.42,0.22,1
952,0.5,0.56,0.63,0.25,0.5,0.0,0.42,0.22,1
953,0.46,0.53,0.47,0.37,0.5,0.0,0.51,0.36,1
954,0.31,0.6,0.65,0.18,0.5,0.0,0.46,0.22,1
955,0.57,0.42,0.63,0.22,0.5,0.0,0.68,0.32,1
956,0.37,0.45,0.53,0.14,0.5,0.0,0.49,0.22,1
957,0.38,0.38,0.54,0.24,0.5,0.0,0.54,0.22,1
958,0.36,0.49,0.55,0.21,0.5,0.0,0.55,0.33,1
959,0.29,0.4,0.5,0.16,0.5,0.0,0.51,0.34,1
960,0.37,0.3,0.51,0.15,0.5,0.0,0.58,0.26,1
961,0.35,0.33,0.48,0.42,0.5,0.0,0.47,0.43,2
962,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,2
963,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,2
964,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,2
965,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,2
966,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,2
967,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,2
968,0.61,0.53,0.59,0.17,0.5,0.0,0.44,0.28,2
969,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,2
970,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,2
971,0.44,0.56,0.52,0.18,0.5,0.0,0.5,0.11,2
972,0.36,0.56,0.52,0.18,0.5,0.0,0.45,0.16,2
973,0.37,0.44,0.64,0.48,0.5,0.0,0.36,0.27,2
974,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,2
975,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,2
976,0.44,0.36,0.64,0.45,0.5,0.0,0.53,0.11,2
977,0.58,0.45,0.55,0.27,0.5,0.0,0.48,0.11,2
978,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,2
979,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,2
980,0.43,0.33,0.67,0.12,0.5,0.0,0.45,0.23,2
981,0.43,0.33,0.67,0.12,0.5,0.0,0.43,0.23,2
982,0.58,0.44,0.5,0.26,0.5,0.0,0.52,0.22,2
983,0.38,0.43,0.53,0.22,0.5,0.0,0.48,0.11,2
984,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,2
985,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,2
986,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,2
987,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,2
988,0.43,0.22,0.79,0.79,0.5,0.0,0.22,0.0,2
989,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,2
990,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,2
991,0.56,0.35,0.47,0.41,0.5,0.0,0.5,0.22,2
992,0.56,0.35,0.47,0.35,0.5,0.0,0.52,0.22,2
993,0.54,0.44,0.55,0.48,0.5,0.0,0.47,0.22,2
994,0.35,0.39,0.56,0.2,0.5,0.0,0.49,0.41,2
995,0.48,0.46,0.58,0.16,0.5,0.0,0.45,0.22,2
996,0.48,0.55,0.48,0.1,0.5,0.0,0.55,0.22,2
997,0.66,0.6,0.52,0.19,0.5,0.0,0.69,0.22,2
998,0.69,0.54,0.55,0.23,0.5,0.0,0.73,0.22,2
999,0.73,0.6,0.47,0.2,0.5,0.0,0.72,0.22,2
1000,0.78,0.82,0.56,0.21,0.5,0.0,0.69,0.22,2
1001,0.42,0.49,0.49,0.36,0.5,0.0,0.57,0.26,0
1002,0.44,0.62,0.53,0.27,0.5,0.0,0.49,0.22,1
1003,0.56,0.61,0.52,0.19,0.5,0.0,0.52,0.32,1
1004,0.47,0.56,0.46,0.5,0.5,0.0,0.51,0.22,0
1005,0.46,0.33,0.45,0.22,0.5,0.0,0.41,0.37,2
1006,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,2
1007,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,2
1008,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,2
1009,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,2
1010,0.48,0.41,0.52,0.33,0.5,0.0,0.51,0.26,2
1011,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,2
1012,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,2
1013,0.42,0.5,0.64,0.13,0.5,0.0,0.49,0.22,2
1014,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,2
1015,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,2
1016,0.39,0.65,0.57,0.19,0.5,0.0,0.44,0.25,2
1017,0.39,0.65,0.57,0.19,0.5,0.0,0.43,0.25,2
1018,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,2
1019,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,2
1020,0.51,0.52,0.58,0.17,0.5,0.0,0.47,0.28,2
1021,0.57,0.48,0.54,0.22,0.5,0.0,0.5,0.11,2
1022,0.5,0.5,0.62,0.23,0.5,0.0,0.35,0.11,2
1023,0.41,0.49,0.65,0.28,0.5,0.0,0.59,0.57,2
1024,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,2
1025,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,2
1026,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,2
1027,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,2
1028,0.6,0.57,0.52,0.14,0.5,0.0,0.46,0.48,1
1029,0.42,0.38,0.52,0.29,0.5,0.0,0.42,0.22,1
1030,0.41,0.46,0.58,0.08,0.5,0.0,0.51,0.28,1
1031,0.49,0.4,0.58,0.23,0.5,0.0,0.47,0.27,2
1032,0.37,0.37,0.51,0.38,0.5,0.0,0.44,0.22,2
1033,0.57,0.5,0.4,0.08,0.5,0.0,0.47,0.22,6
1034,0.51,0.4,0.5,0.28,0.5,0.0,0.48,0.27,2
1035,0.34,0.25,0.55,0.28,0.5,0.0,0.51,0.49,2
1036,0.77,0.86,0.44,0.27,0.5,0.0,0.48,0.22,3
1037,0.59,0.54,0.53,0.14,0.5,0.0,0.48,0.22,2
1038,0.5,0.48,0.48,0.23,0.5,0.0,0.53,0.68,2
1039,0.39,1.0,0.38,0.41,0.5,0.0,0.5,0.27,0
1040,0.56,0.42,0.52,0.14,0.5,0.0,0.51,0.22,2
1041,0.39,0.46,0.33,0.18,0.5,0.0,0.53,0.22,6
1042,0.52,0.54,0.47,0.49,0.5,0.0,0.54,0.22,0
1043,0.46,0.49,0.55,0.18,0.5,0.0,0.56,0.22,1
1044,0.56,0.65,0.49,0.56,0.5,0.0,0.49,0.22,0
1045,0.53,0.51,0.55,0.57,0.5,0.0,0.46,0.22,0
1046,0.54,0.64,0.4,0.56,0.5,0.0,0.51,0.22,0
1047,0.47,0.58,0.47,0.52,0.5,0.0,0.54,0.22,0
1048,0.46,0.42,0.51,0.16,0.5,0.0,0.56,0.22,2
1049,0.6,0.51,0.49,0.18,0.5,0.0,0.53,0.38,2
1050,0.85,0.66,0.49,0.18,0.5,0.0,0.51,0.22,3
1051,0.55,0.52,0.44,0.2,0.5,0.0,0.56,0.22,5
1052,0.49,0.38,0.56,0.09,0.5,0.0,0.46,0.22,2
1053,0.38,0.4,0.53,0.12,0.5,0.0,0.55,0.22,2
1054,0.55,0.55,0.52,0.13,0.5,0.0,0.53,0.25,2
1055,0.46,0.44,0.58,0.17,0.5,0.0,0.55,0.22,2
1056,0.34,0.46,0.52,0.19,0.5,0.0,0.53,0.26,2
1057,0.58,0.56,0.46,0.14,0.5,0.0,0.51,0.22,2
1058,0.46,0.47,0.44,0.18,1.0,0.0,0.46,0.22,5
1059,0.44,0.71,0.5,0.21,0.5,0.0,0.54,0.27,2
1060,0.56,0.49,0.32,0.22,0.5,0.0,0.5,0.22,5
1061,0.41,0.49,0.47,0.09,0.5,0.0,0.49,0.22,2
1062,0.44,0.51,0.53,0.3,0.5,0.0,0.53,0.22,2
1063,0.54,0.51,0.56,0.15,0.5,0.0,0.54,0.31,2
1064,0.51,0.51,0.32,0.27,0.5,0.0,0.54,0.22,6
1065,0.46,0.38,0.51,0.2,0.5,0.0,0.51,0.22,2
1066,0.55,0.72,0.35,0.26,0.5,0.0,0.49,0.22,6
1067,0.54,0.44,0.35,0.19,0.5,0.0,0.51,0.27,6
1068,0.65,0.66,0.37,0.12,0.5,0.0,0.52,0.27,6
1069,0.41,0.4,0.56,0.17,0.5,0.0,0.56,0.22,2
1070,0.39,0.71,0.38,0.14,0.5,0.0,0.5,0.22,5
1071,0.37,0.42,0.46,0.15,0.5,0.0,0.51,0.31,5
1072,0.59,0.55,0.57,0.18,0.5,0.0,0.51,0.22,2
1073,0.48,0.51,0.5,0.24,0.5,0.0,0.54,0.38,2
1074,0.39,0.3,0.63,0.2,0.5,0.0,0.43,0.47,2
1075,0.47,0.52,0.54,0.25,0.5,0.0,0.54,0.29,0
1076,0.77,0.82,0.4,0.36,0.5,0.0,0.38,0.22,3
1077,0.52,0.55,0.39,0.09,1.0,0.0,0.55,0.25,6
1078,0.42,0.28,0.33,0.23,0.5,0.0,0.39,0.26,6
1079,0.47,0.37,0.46,0.28,0.5,0.0,0.52,0.99,1
1080,0.48,0.5,0.47,0.29,0.5,0.0,0.46,0.27,1
1081,0.3,0.33,0.55,0.12,0.5,0.0,0.53,0.38,2
1082,0.49,0.49,0.52,0.18,0.5,0.0,0.51,0.25,1
1083,0.54,0.59,0.57,0.34,0.5,0.0,0.49,0.22,1
1084,0.7,0.78,0.53,0.24,0.5,0.0,0.48,0.22,7
1085,0.85,0.69,0.34,0.31,0.5,0.0,0.57,0.3,3
1086,0.56,0.59,0.45,0.15,0.5,0.0,0.54,0.22,0
1087,0.47,0.56,0.53,0.44,0.5,0.0,0.53,0.22,0
1088,0.53,0.49,0.47,0.21,0.5,0.0,0.53,0.22,2
1089,0.7,0.57,0.34,0.19,0.5,0.0,0.53,0.27,5
1090,0.42,0.43,0.67,0.7,0.5,0.0,0.42,0.25,2
1091,0.47,0.44,0.53,0.18,0.5,0.0,0.47,0.29,1
1092,0.4,0.49,0.53,0.23,0.5,0.0,0.44,0.26,1
1093,0.45,0.65,0.51,0.17,0.5,0.0,0.49,0.22,1
1094,0.42,0.42,0.55,0.31,0.5,0.0,0.43,0.22,1
1095,0.45,0.41,0.53,0.49,0.5,0.0,0.49,0.31,1
1096,0.42,0.28,0.49,0.22,0.5,0.0,0.55,0.34,1
1097,0.47,0.5,0.47,0.22,0.5,0.0,0.53,0.45,1
1098,0.33,0.42,0.55,0.23,0.5,0.0,0.52,0.43,1
1099,0.56,0.55,0.57,0.15,0.5,0.0,0.54,0.25,2
1100,0.37,0.47,0.49,0.12,0.5,0.0,0.47,0.31,1
1101,0.32,0.6,0.48,0.13,0.5,0.0,0.53,0.22,1
1102,0.38,0.42,0.31,0.35,0.5,0.0,0.52,0.22,6
1103,0.46,0.56,0.56,0.25,0.5,0.0,0.43,0.22,1
1104,0.47,0.55,0.57,0.17,0.5,0.0,0.52,0.66,1
1105,0.37,0.55,0.52,0.13,0.5,0.0,0.42,0.8,2
1106,0.46,0.48,0.38,0.22,0.5,0.0,0.39,0.45,6
1107,0.8,0.69,0.53,0.33,0.5,0.0,0.51,0.22,5
1108,0.52,0.65,0.36,0.37,0.5,0.0,0.52,0.34,6
1109,0.19,0.16,0.68,0.36,0.5,0.0,0.49,0.21,1
1110,0.64,0.31,0.53,0.15,0.5,0.0,0.53,0.31,2
1111,0.4,0.43,0.36,0.33,0.5,0.0,0.51,0.22,6
1112,0.47,0.56,0.51,0.2,0.5,0.0,0.52,0.59,1
1113,0.4,0.75,0.44,0.12,0.5,0.0,0.49,0.22,1
1114,0.48,0.55,0.58,0.18,0.5,0.0,0.38,0.69,1
1115,0.57,0.51,0.34,0.13,0.5,0.0,0.53,0.27,0
1116,0.23,0.37,0.32,0.13,0.5,0.0,0.53,0.22,0
1117,0.54,0.5,0.51,0.26,0.5,0.0,0.52,0.22,2
1118,0.6,0.64,0.56,0.36,0.5,0.0,0.46,0.27,2
1119,0.27,0.41,0.24,0.2,0.5,0.0,0.49,0.22,6
1120,0.25,0.35,0.22,0.18,0.5,0.0,0.46,0.22,6
1121,0.39,0.45,0.51,0.29,0.5,0.0,0.54,0.22,2
1122,0.33,0.47,0.55,0.24,0.5,0.0,0.45,0.67,1
1123,0.37,0.4,0.38,0.18,0.5,0.0,0.51,0.22,6
1124,0.43,0.47,0.47,0.18,0.5,0.0,0.47,0.22,2
1125,0.66,0.43,0.57,0.6,0.5,0.0,0.19,0.33,1
1126,0.55,0.4,0.62,0.22,0.5,0.0,0.37,0.28,1
1127,0.33,0.46,0.6,0.18,0.5,0.0,0.51,0.26,1
1128,0.51,0.5,0.54,0.11,0.5,0.0,0.6,0.22,1
1129,0.54,0.6,0.57,0.17,0.5,0.0,0.44,0.22,1
1130,0.45,0.57,0.38,0.28,0.5,0.0,0.53,0.31,6
1131,0.55,0.57,0.51,0.07,0.5,0.0,0.55,0.22,2
1132,0.54,0.47,0.58,0.4,0.5,0.0,0.46,0.27,0
1133,0.36,0.32,0.55,0.27,0.5,0.0,0.47,0.43,1
1134,0.46,0.41,0.45,0.23,0.5,0.0,0.48,0.22,1
1135,0.4,0.39,0.6,0.23,0.5,0.0,0.52,0.31,1
1136,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,2
1137,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,2
1138,0.5,0.45,0.51,0.19,0.5,0.0,0.53,0.25,2
1139,0.57,0.55,0.51,0.18,0.5,0.0,0.51,0.43,1
1140,0.44,0.43,0.46,0.28,0.5,0.0,0.45,0.29,1
1141,0.46,0.5,0.5,0.28,0.5,0.0,0.5,0.37,1
1142,0.66,0.65,0.54,0.4,0.5,0.0,0.51,0.22,4
1143,0.77,0.73,0.49,0.46,0.5,0.0,0.38,0.22,4
1144,0.38,0.58,0.46,0.21,0.5,0.0,0.52,0.22,1
1145,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22,8
1146,0.27,0.46,0.52,0.17,0.5,0.0,0.49,0.44,1
1147,0.52,0.45,0.45,0.13,0.5,0.0,0.48,0.22,1
1148,0.37,0.29,0.45,0.15,0.5,0.0,0.49,0.22,1
1149,0.37,0.48,0.67,0.37,0.5,0.0,0.56,0.62,1
1150,0.44,0.59,0.54,0.18,0.5,0.0,0.49,0.22,1
1151,0.48,0.65,0.36,0.24,0.5,0.0,0.54,0.31,1
1152,0.59,0.49,0.45,0.22,0.5,0.0,0.45,0.31,1
1153,0.73,0.52,0.59,0.25,0.5,0.0,0.51,0.22,1
1154,0.5,0.43,0.5,0.17,0.5,0.0,0.46,0.47,1
1155,0.23,0.13,0.51,0.16,0.5,0.0,0.53,0.51,1
1156,0.49,0.6,0.54,0.35,0.5,0.0,0.53,0.46,1
1157,0.52,0.31,0.56,0.16,0.5,0.0,0.55,0.22,1
1158,0.49,0.48,0.51,0.21,0.5,0.0,0.53,0.22,1
1159,0.49,0.6,0.42,0.18,0.5,0.0,0.58,0.28,1
1160,0.6,0.62,0.54,0.11,0.5,0.0,0.51,0.22,1
1161,0.55,0.47,0.53,0.2,0.5,0.0,0.4,0.22,1
1162,0.47,0.32,0.51,0.24,0.5,0.0,0.54,0.27,1
1163,0.53,0.25,0.59,0.27,0.5,0.0,0.45,0.26,1
1164,0.31,0.5,0.54,0.32,0.5,0.0,0.53,0.31,1
1165,0.25,0.33,0.48,0.18,0.5,0.0,0.42,0.33,1
1166,0.55,0.46,0.47,0.15,0.5,0.0,0.47,0.22,6
1167,0.61,0.5,0.61,0.21,0.5,0.0,0.55,0.54,2
1168,0.5,0.52,0.51,0.22,0.5,0.0,0.46,0.37,2
1169,0.62,0.33,0.49,0.24,0.5,0.0,0.51,0.42,2
1170,0.56,0.52,0.46,0.17,0.5,0.0,0.49,0.73,2
1171,0.52,0.56,0.55,0.16,0.5,0.0,0.53,0.39,2
1172,0.53,0.48,0.51,0.18,0.5,0.0,0.52,0.27,2
1173,0.51,0.48,0.51,0.19,0.5,0.0,0.51,0.27,2
1174,0.51,0.48,0.51,0.26,0.5,0.0,0.51,0.27,2
1175,0.53,0.48,0.51,0.18,0.5,0.0,0.51,0.27,2
1176,0.6,0.46,0.51,0.1,0.5,0.0,0.48,0.31,2
1177,0.6,0.46,0.51,0.1,0.5,0.0,0.48,0.31,2
1178,0.44,0.39,0.63,0.11,0.5,0.0,0.49,0.26,1
1179,0.51,0.5,0.49,0.45,0.5,0.0,0.48,0.22,0
1180,0.45,0.45,0.51,0.3,0.5,0.0,0.48,0.44,2
1181,0.38,0.42,0.47,0.12,0.5,0.0,0.47,0.53,1
1182,0.19,0.66,0.6,0.14,0.5,0.0,0.2,0.25,1
1183,0.41,0.42,0.23,0.16,0.5,0.0,0.4,0.22,6
1184,0.25,0.42,0.21,0.14,0.5,0.0,0.41,0.22,6
1185,0.7,0.58,0.53,0.39,0.5,0.0,0.59,0.22,4
1186,0.49,0.31,0.43,0.24,0.5,0.0,0.54,0.22,6
1187,0.46,0.41,0.43,0.18,0.5,0.0,0.54,0.22,6
1188,0.83,0.81,0.45,0.38,0.5,0.0,0.4,0.26,4
1189,0.38,0.51,0.56,0.21,0.5,0.0,0.48,0.31,1
1190,0.32,0.36,0.28,0.38,0.5,0.0,0.5,0.4,6
